"word","already_lexically_mapped","confidence","library","target","score","overlap_terms","wordnet_synonym_tokens","wordnet_gloss_sample","source_file"
"sale","yes","wordnet-gloss-synonym-candidate","setup-classifier","Real Estate Brokerage / Agent","11.0","home sales property buying selling","sale cut rate sales event agreement","a particular instance of selling; ""he has just made his first sale""; ""they had to complete the sale before the banks closed""   / the general activity of selling; ""they tried to boost sales""; ""laws limit the sale of handguns""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"sale","yes","wordnet-gloss-synonym-candidate","setup-classifier","Auto Dealership","7.5","cars new sales","sale cut rate sales event agreement","a particular instance of selling; ""he has just made his first sale""; ""they had to complete the sale before the banks closed""   / the general activity of selling; ""they tried to boost sales""; ""laws limit the sale of handguns""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"sale","yes","wordnet-gloss-synonym-candidate","setup-classifier","Marketing Agency","5.0","paid buying","sale cut rate sales event agreement","a particular instance of selling; ""he has just made his first sale""; ""they had to complete the sale before the banks closed""   / the general activity of selling; ""they tried to boost sales""; ""laws limit the sale of handguns""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"sale","yes","wordnet-gloss-synonym-candidate","market-regex-housing_construction_relevant_pattern","HOUSING_CONSTRUCTION_RELEVANT_PATTERN","3.5","property home","sale cut rate sales event agreement","a particular instance of selling; ""he has just made his first sale""; ""they had to complete the sale before the banks closed""   / the general activity of selling; ""they tried to boost sales""; ""laws limit the sale of handguns""  ","market-validation-api/src/domain/market-research/fetchers/expansionSignals.ts"
"sale","yes","wordnet-gloss-synonym-candidate","setup-classifier","General Contractor","3.5","general home","sale cut rate sales event agreement","a particular instance of selling; ""he has just made his first sale""; ""they had to complete the sale before the banks closed""   / the general activity of selling; ""they tried to boost sales""; ""laws limit the sale of handguns""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"saleable","no","wordnet-gloss-synonym-candidate","market-regex-budget_price_pattern","BUDGET_PRICE_PATTERN","5.0","price low","salable saleable","capable of being sold; fit for sale; ""saleable at a low price""  ","market-validation-api/src/domain/market-research/scoring.ts"
"salesperson","no","wordnet-gloss-synonym-candidate","setup-classifier","Auto Dealership","5.0","sell sales","salesperson sales representative rep","a person employed to represent a business and to sell its merchandise (as to customers in a store or to customers who are visited)  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"salient","no","wordnet-gloss-synonym-candidate","setup-classifier","Childcare Center / Daycare","3.5","center child","salient outstanding prominent spectacular striking","(military) the part of the line of battle that projects closest to the enemy   / having a quality that thrusts itself into attention; ""an outstanding fact of our time is that nations poisoned by anti semitism proved less fortunate in regard to their own freedom""; ""a new theory is the most prominent feature of the book""; ""salient traits""; ""a spectacular rise in prices""; ""a striking thing about Picadilly Circus is the statue of Eros in the center""; ""a striking resemblance between parent and child""","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"sallowness","no","wordnet-gloss-synonym-candidate","setup-classifier","Spa / Salon","5.0","skin color","sallowness","a sickly yellowish skin color  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"salon","yes","wordnet-gloss-synonym-candidate","overpass-osm-tag","nail/beauty salons","3.5","beauty salon","salon beauty parlor parlour shop","elegant sitting room where guests are received   / gallery where works of art can be displayed  ","market-validation-api/src/domain/market-research/fetchers/overpass.ts"
"salon","yes","wordnet-gloss-synonym-candidate","setup-classifier","Spa / Salon","3.5","salon beauty","salon beauty parlor parlour shop","elegant sitting room where guests are received   / gallery where works of art can be displayed  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"saloon","no","wordnet-gloss-synonym-candidate","market-regex-special_federal_license_pattern","SPECIAL_FEDERAL_LICENSE_PATTERN","8.5","whiskey bar tavern pub","barroom bar saloon ginmill taproom public house pub pothouse gin mill taphouse sedan","a room or establishment where alcoholic drinks are served over a counter; ""he drowned his sorrows in whiskey at the bar""   / tavern consisting of a building with a bar and public rooms; often provides light meals  ","market-validation-api/src/domain/market-research/fetchers/expansionSignals.ts"
"saloon","no","wordnet-gloss-synonym-candidate","overpass-osm-tag","bars/pubs","6.0","bar pub tavern","barroom bar saloon ginmill taproom public house pub pothouse gin mill taphouse sedan","a room or establishment where alcoholic drinks are served over a counter; ""he drowned his sorrows in whiskey at the bar""   / tavern consisting of a building with a bar and public rooms; often provides light meals  ","market-validation-api/src/domain/market-research/fetchers/overpass.ts"
"saloon","no","wordnet-gloss-synonym-candidate","setup-classifier","Bar / Tavern","6.0","bar tavern pub","barroom bar saloon ginmill taproom public house pub pothouse gin mill taphouse sedan","a room or establishment where alcoholic drinks are served over a counter; ""he drowned his sorrows in whiskey at the bar""   / tavern consisting of a building with a bar and public rooms; often provides light meals  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"saloon","no","wordnet-gloss-synonym-candidate","setup-classifier","Brewery / Winery","5.0","house taproom","barroom bar saloon ginmill taproom public house pub pothouse gin mill taphouse sedan","a room or establishment where alcoholic drinks are served over a counter; ""he drowned his sorrows in whiskey at the bar""   / tavern consisting of a building with a bar and public rooms; often provides light meals  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"saloon","no","wordnet-gloss-synonym-candidate","setup-classifier","Coffee Shop / Cafe","3.5","bar house","barroom bar saloon ginmill taproom public house pub pothouse gin mill taphouse sedan","a room or establishment where alcoholic drinks are served over a counter; ""he drowned his sorrows in whiskey at the bar""   / tavern consisting of a building with a bar and public rooms; often provides light meals  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"salsify","no","wordnet-gloss-synonym-candidate","registry-reserved-word","government","5.0","united states","salsify oyster plant vegetable tragopogon porrifolius","either of two long roots eaten cooked   / Mediterranean biennial herb with long-stemmed heads of purple ray flowers and milky sap and long edible root; naturalized throughout United States  ","registry-api/src/reservedWords.ts"
"salt","no","wordnet-gloss-synonym-candidate","registry-reserved-word","government","5.0","united states","salt saltiness salinity strategic arms limitation talks table common","the taste experience when common salt is taken into the mouth   / negotiations between the United States and the Union of Soviet Socialist Republics opened in 1969 in Helsinki designed to limit both countries' stock of nuclear weapons  ","registry-api/src/reservedWords.ts"
"saltiness","no","wordnet-gloss-synonym-candidate","market-regex-housing_construction_relevant_pattern","HOUSING_CONSTRUCTION_RELEVANT_PATTERN","5.0","property self","saltiness salt salinity coarseness","the property of containing salt (as a compound or in solution)   / the taste experience when common salt is taken into the mouth  ","market-validation-api/src/domain/market-research/fetchers/expansionSignals.ts"
"salubrious","no","wordnet-gloss-synonym-candidate","setup-classifier","Solar Energy Installer","5.0","energy clean","healthy salubrious good you","promoting health; healthful; ""a healthy diet""; ""clean healthy air""; ""plenty of healthy sleep""; ""healthy and normal outlets for youthful energy""; ""the salubrious mountain air and water""- C.B.Davis; ""carrots are good for you""   / favorable to health of mind or body; ""not the most salubrious campsite""; ""one of the less salubrious suburbs""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"salvage","no","wordnet-gloss-synonym-candidate","market-regex-housing_construction_relevant_pattern","HOUSING_CONSTRUCTION_RELEVANT_PATTERN","5.0","property material","salvage scavenge salve relieve save","the act of rescuing a ship or its crew or its cargo from a shipwreck or a fire   / the act of saving goods or property that were in danger of damage or destruction  ","market-validation-api/src/domain/market-research/fetchers/expansionSignals.ts"
"same","yes","wordnet-gloss-synonym-candidate","setup-classifier","Courier / Delivery Service","5.0","same day","lapp sami saami same saame lapplander like","the language of nomadic Lapps in northern Scandinavia and the Kola Peninsula   / a member of an indigenous nomadic people living in northern Scandinavia and herding reindeer  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"samite","no","wordnet-gloss-synonym-candidate","setup-classifier","Secondhand / Consignment Store","5.0","used clothing","samite","a heavy silk fabric (often woven with silver or gold threads); used to make clothing in the Middle Ages  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"samphire","no","wordnet-gloss-synonym-candidate","setup-classifier","Light Manufacturing","5.0","small plant","glasswort samphire salicornia europaea","fleshy maritime plant having fleshy stems with rudimentary scalelike leaves and small spikes of minute flowers; formerly used in making glass  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"sample","no","wordnet-gloss-synonym-candidate","setup-classifier","Auto Dealership","5.0","used new","sample distribution sampling try out taste","a small part of something intended as representative of the whole   / items selected at random from a population and used to test hypotheses about the population  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"sample","no","wordnet-gloss-synonym-candidate","setup-classifier","Pawn Shop","5.0","used items","sample distribution sampling try out taste","a small part of something intended as representative of the whole   / items selected at random from a population and used to test hypotheses about the population  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"sampler","no","wordnet-gloss-synonym-candidate","market-regex-vehicle_fit_relevant_pattern","VEHICLE_FIT_RELEVANT_PATTERN","3.5","food station","sampler sampling station taster taste tester","a piece of embroidery demonstrating skill with various stitches   / an observation station that is set up to make sample observations of something  ","market-validation-api/src/domain/market-research/scoring.ts"
"sampling","no","wordnet-gloss-synonym-candidate","setup-classifier","Tutoring Center","5.0","test study","sampling sample distribution","(statistics) the selection of a suitable sample for study   / measurement at regular intervals of the amplitude of a varying waveform (in order to convert it to digital form)  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"sampling","no","wordnet-gloss-synonym-candidate","setup-classifier","Pawn Shop","5.0","used items","sampling sample distribution","(statistics) the selection of a suitable sample for study   / measurement at regular intervals of the amplitude of a varying waveform (in order to convert it to digital form)  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"sanative","no","wordnet-gloss-synonym-candidate","setup-classifier","Veterinary Practice","3.5","health surgery","curative healing alterative remedial sanative therapeutic","tending to cure or restore to health; ""curative powers of herbal remedies""; ""her gentle healing hand""; ""remedial surgery""; ""a sanative environment of mountains and fresh air""; ""a therapeutic agent""; ""therapeutic diets""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"sanative","no","wordnet-gloss-synonym-candidate","setup-classifier","Hospital","3.5","health surgery","curative healing alterative remedial sanative therapeutic","tending to cure or restore to health; ""curative powers of herbal remedies""; ""her gentle healing hand""; ""remedial surgery""; ""a sanative environment of mountains and fresh air""; ""a therapeutic agent""; ""therapeutic diets""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"sanatorium","no","wordnet-gloss-synonym-candidate","market-regex-safety_relevant_pattern","SAFETY_RELEVANT_PATTERN","3.5","farm hospital","bedlam booby hatch crazy house cuckoo nest funny farm loony bin madhouse nut nuthouse sanatorium snake","pejorative terms for an insane asylum   / a hospital for recuperation or for the treatment of chronic diseases  ","market-validation-api/src/domain/market-research/fetchers/expansionSignals.ts"
"sanction","no","wordnet-gloss-synonym-candidate","setup-classifier","Tutoring Center","5.0","act program","sanction authority authorization authorisation countenance endorsement indorsement warrant imprimatur approve okay","a mechanism of social control for enforcing a society's standards   / the act of final authorization; ""it had the sanction of the church""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"sandbur","no","wordnet-gloss-synonym-candidate","registry-reserved-word","government","5.0","united states","sandbur sandspur field cenchrus tribuloides","grass of the eastern United States and tropical America having spikelets enclosed in prickly burs  ","registry-api/src/reservedWords.ts"
"sandlot","no","wordnet-gloss-synonym-candidate","setup-classifier","Auto Dealership","5.0","used lot","sandlot","a vacant lot used by city boys to play games  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"sandspur","no","wordnet-gloss-synonym-candidate","registry-reserved-word","government","5.0","united states","sandbur sandspur field cenchrus tribuloides","grass of the eastern United States and tropical America having spikelets enclosed in prickly burs  ","registry-api/src/reservedWords.ts"
"sandwort","no","wordnet-gloss-synonym-candidate","setup-classifier","Light Manufacturing","5.0","small plant","sandwort moehringia lateriflora mucosa","low-growing chiefly perennial plant usually with small white flowers suitable for e.g. rock gardens   / low-growing herb having clusters of small white four-petaled flowers  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"sandy","no","wordnet-gloss-synonym-candidate","setup-classifier","Spa / Salon","5.0","hair color","arenaceous sandy sandlike flaxen","resembling or containing or abounding in sand; or growing in sandy areas; ""arenaceous limestone""; ""arenaceous grasses""   / of hair color; pale yellowish to yellowish brown; ""flaxen locks""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"sanger","no","wordnet-gloss-synonym-candidate","registry-reserved-word","government","5.0","united states","sanger margaret higgins frederick fred","United States nurse who campaigned for birth control and planned parenthood; she challenged Gregory Pincus to develop a birth control pill (1883-1966)   / English biochemist who determined the sequence of amino acids in insulin and who invented a technique to determine the genetic sequence of an organism (born in 1918)  ","registry-api/src/reservedWords.ts"
"sanitise","no","wordnet-gloss-synonym-candidate","setup-classifier","Translation Services","5.0","language document","sanitize sanitise hygienize hygienise","make less offensive or more acceptable by removing objectionable features; ""sanitize a document before releasing it to the press""; ""sanitize history""; ""sanitize the language in a book""   / make sanitary by cleaning or sterilizing  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"sanitize","no","wordnet-gloss-synonym-candidate","setup-classifier","Translation Services","5.0","language document","sanitize sanitise hygienize hygienise","make less offensive or more acceptable by removing objectionable features; ""sanitize a document before releasing it to the press""; ""sanitize history""; ""sanitize the language in a book""   / make sanitary by cleaning or sterilizing  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"sap","no","wordnet-gloss-synonym-candidate","setup-classifier","Personal Training","5.0","strength one","blackjack cosh sap fool saphead muggins tomfool run down exhaust play out tire","a piece of metal covered by leather with a flexible handle; used for hitting people   / a person who lacks good judgment  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"sap","no","wordnet-gloss-synonym-candidate","setup-classifier","Auto Repair Shop","5.0","tire exhaust","blackjack cosh sap fool saphead muggins tomfool run down exhaust play out tire","a piece of metal covered by leather with a flexible handle; used for hitting people   / a person who lacks good judgment  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"sap","no","wordnet-gloss-synonym-candidate","setup-classifier","Heavy Manufacturing","5.0","metal plant","blackjack cosh sap fool saphead muggins tomfool run down exhaust play out tire","a piece of metal covered by leather with a flexible handle; used for hitting people   / a person who lacks good judgment  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"sapphirine","no","wordnet-gloss-synonym-candidate","setup-classifier","Light Manufacturing","5.0","light small","sapphirine","a rare light blue or green mineral; consists of aluminum and magnesium silicate and occurs as small grains in some metamorphic rocks   / made of or resembling sapphire  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"saprophytic","no","wordnet-gloss-synonym-candidate","setup-classifier","Grocery Store","3.5","organic food","saprophytic","(of some plants or fungi) feeding on dead or decaying organic matter   / obtaining food osmotically from dissolved organic material  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"sapwood","no","wordnet-gloss-synonym-candidate","market-regex-inherently_seasonal_business_pattern","INHERENTLY_SEASONAL_BUSINESS_PATTERN","5.0","tree water","sapwood","newly formed outer wood lying between the cambium and the heartwood of a tree or woody plant; usually light colored; active in water conduction  ","market-validation-api/src/domain/market-research/scoring.ts"
"sapwood","no","wordnet-gloss-synonym-candidate","setup-classifier","Light Manufacturing","5.0","light plant","sapwood","newly formed outer wood lying between the cambium and the heartwood of a tree or woody plant; usually light colored; active in water conduction  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"sasquatch","no","wordnet-gloss-synonym-candidate","registry-reserved-word","government","5.0","united states","bigfoot sasquatch","large hairy humanoid creature said to live in wilderness areas of the United States and Canada  ","registry-api/src/reservedWords.ts"
"sat","yes","wordnet-gloss-synonym-candidate","setup-classifier","Courier / Delivery Service","5.0","last day","saturday sabbatum sat","the seventh and last day of the week; observed as the Sabbath by Jews and some Christians  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"satinpod","no","wordnet-gloss-synonym-candidate","setup-classifier","Nursery / Greenhouse","5.0","plant flower","honesty silver dollar money plant satin flower satinpod lunaria annua","southeastern European plant cultivated for its fragrant purplish flowers and round flat papery silver-white seedpods that are used for indoor decoration  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"satinwood","no","wordnet-gloss-synonym-candidate","setup-classifier","Restaurant","5.0","indian fine","satinwood tree chloroxylon swietenia west indian zanthoxylum flavum","East Indian tree with valuable hard lustrous yellowish wood   / hard yellowish wood of a satinwood tree having a satiny luster; used for fine cabinetwork and tools  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"satiny","no","wordnet-gloss-synonym-candidate","setup-classifier","Spa / Salon","5.0","hair skin","satiny sleek silken silky silklike slick","having a smooth, gleaming surface reflecting light; ""glossy auburn hair""; ""satiny gardenia petals""; ""sleek black fur""; ""silken eyelashes""; ""silky skin""; ""a silklike fabric""; ""slick seals and otters""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"satisfaction","no","wordnet-gloss-synonym-candidate","setup-classifier","Marketing Agency","5.0","full demand","satisfaction atonement expiation gratification","act of fulfilling a desire or need or appetite; ""the satisfaction of their demand for better services""   / the contentment one feels when one has fulfilled a desire, need, or expectation; ""the chef tasted the sauce with great satisfaction""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"satisfying","no","wordnet-gloss-synonym-candidate","setup-classifier","Catering Service","3.5","meal food","comforting cheering satisfying hearty solid square substantial","providing freedom from worry   / providing abundant nourishment; ""a hearty meal""; ""good solid food""; ""ate a substantial breakfast""; ""four square meals a day""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"savant","no","wordnet-gloss-synonym-candidate","regulatory-status","Credit Union","5.0","field membership","initiate learned person pundit savant","someone who has been admitted to membership in a scholarly field  ","desk_business/lib/models/setup/business_structure/reference_tables.dart"
"savant","no","wordnet-gloss-synonym-candidate","setup-classifier","Credit Union","5.0","field membership","initiate learned person pundit savant","someone who has been admitted to membership in a scholarly field  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"savarin","no","wordnet-gloss-synonym-candidate","setup-classifier","Bakery","5.0","cake baked","savarin","a sponge cake baked in a ring mold  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"save","no","wordnet-gloss-synonym-candidate","market-regex-safety_relevant_pattern","SAFETY_RELEVANT_PATTERN","5.0","safety waste","save make unnecessary write preserve lay aside keep open hold economize economise spare salvage salve relieve","(sports) the act of preventing the opposition from scoring; ""the goalie made a brilliant save""; ""the relief pitcher got credit for a save""   / make unnecessary an expenditure or effort; ""This will save money""; ""I'll save you the trouble""; ""This will save you a lot of time""  ","market-validation-api/src/domain/market-research/fetchers/expansionSignals.ts"
"save","no","wordnet-gloss-synonym-candidate","setup-classifier","Law Firm","5.0","family personal","save make unnecessary write preserve lay aside keep open hold economize economise spare salvage salve relieve","(sports) the act of preventing the opposition from scoring; ""the goalie made a brilliant save""; ""the relief pitcher got credit for a save""   / make unnecessary an expenditure or effort; ""This will save money""; ""I'll save you the trouble""; ""This will save you a lot of time""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"saving","yes","wordnet-gloss-synonym-candidate","setup-classifier","Courier / Delivery Service","5.0","delivery day","rescue deliverance delivery saving economy preservation","recovery or preservation from loss or danger; ""work is the deliverance of mankind""; ""a surgeon's job is the saving of lives""   / an act of economizing; reduction in cost; ""it was a small economy to walk to work every day""; ""there was a saving of 50 cents""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"savorless","no","wordnet-gloss-synonym-candidate","setup-classifier","Grocery Store","3.5","supermarket food","bland flat flavorless flavourless insipid savorless savourless vapid","lacking taste or flavor or tang; ""a bland diet""; ""insipid hospital food""; ""flavorless supermarket tomatoes""; ""vapid beer""; ""vapid tea""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"savourless","no","wordnet-gloss-synonym-candidate","setup-classifier","Grocery Store","3.5","supermarket food","bland flat flavorless flavourless insipid savorless savourless vapid","lacking taste or flavor or tang; ""a bland diet""; ""insipid hospital food""; ""flavorless supermarket tomatoes""; ""vapid beer""; ""vapid tea""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"savvy","no","wordnet-gloss-synonym-candidate","setup-classifier","Nonprofit Organization","5.0","social cause","understanding apprehension discernment savvy grok get picture comprehend dig grasp compass apprehend","the cognitive condition of someone who understands; ""he has virtually no understanding of social cause and effect""   / get the meaning of something; ""Do you comprehend the meaning of this letter?""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"saw","no","wordnet-gloss-synonym-candidate","setup-classifier","AI Services","5.0","machine tool","power saw sawing machine proverb adage byword","a power tool for cutting wood   / hand tool having a toothed blade for cutting  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"sawmill","no","wordnet-gloss-synonym-candidate","setup-classifier","AI Services","5.0","machine large","lumbermill sawmill","a mill for dressing logs and lumber   / a large sawing machine  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"say","no","wordnet-gloss-synonym-candidate","market-regex-children_focus_pattern","CHILDREN_FOCUS_PATTERN","5.0","child school","say order tell enjoin suppose pronounce articulate enounce sound out enunciate state allege aver read","the chance to speak; ""let him have his say""   / give instructions to or direct somebody to do something with authority; ""I said to him to go home""; ""She ordered him to do the shopping""; ""The mother told the child to get dressed""  ","market-validation-api/src/domain/market-research/scoring.ts"
"say","no","wordnet-gloss-synonym-candidate","market-regex-licensed_trade_pattern","LICENSED_TRADE_PATTERN","5.0","law child","say order tell enjoin suppose pronounce articulate enounce sound out enunciate state allege aver read","the chance to speak; ""let him have his say""   / give instructions to or direct somebody to do something with authority; ""I said to him to go home""; ""She ordered him to do the shopping""; ""The mother told the child to get dressed""  ","market-validation-api/src/domain/market-research/scoring.ts"
"say","no","wordnet-gloss-synonym-candidate","setup-classifier","Childcare Center / Daycare","5.0","child school","say order tell enjoin suppose pronounce articulate enounce sound out enunciate state allege aver read","the chance to speak; ""let him have his say""   / give instructions to or direct somebody to do something with authority; ""I said to him to go home""; ""She ordered him to do the shopping""; ""The mother told the child to get dressed""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"say","no","wordnet-gloss-synonym-candidate","market-regex-housing_construction_relevant_pattern","HOUSING_CONSTRUCTION_RELEVANT_PATTERN","3.5","home painting","say order tell enjoin suppose pronounce articulate enounce sound out enunciate state allege aver read","the chance to speak; ""let him have his say""   / give instructions to or direct somebody to do something with authority; ""I said to him to go home""; ""She ordered him to do the shopping""; ""The mother told the child to get dressed""  ","market-validation-api/src/domain/market-research/fetchers/expansionSignals.ts"
"scaffold","no","wordnet-gloss-synonym-candidate","market-regex-housing_construction_relevant_pattern","HOUSING_CONSTRUCTION_RELEVANT_PATTERN","5.0","building painting","scaffold","a temporary arrangement erected around a building for convenience of workers   / a platform from which criminals are executed (hanged or beheaded)  ","market-validation-api/src/domain/market-research/fetchers/expansionSignals.ts"
"scald","no","wordnet-gloss-synonym-candidate","setup-classifier","Nonprofit Organization","5.0","community cause","scald blister whip","the act of burning with steam or hot water   / a burn cause by hot liquid or steam  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"scale","no","wordnet-gloss-synonym-candidate","setup-classifier","Retail Store","5.0","music bike","scale plate shell weighing machine musical scurf exfoliation leaf measurement graduated table ordered series descale surmount","a flattened rigid plate forming part of the body covering of many animals   / a metal sheathing of uniform thickness (such as the shield attached to an artillery piece to protect the gunners)  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"scale","no","wordnet-gloss-synonym-candidate","setup-classifier","AI Services","5.0","machine model","scale plate shell weighing machine musical scurf exfoliation leaf measurement graduated table ordered series descale surmount","a flattened rigid plate forming part of the body covering of many animals   / a metal sheathing of uniform thickness (such as the shield attached to an artillery piece to protect the gunners)  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"scalper","no","wordnet-gloss-synonym-candidate","market-regex-budget_price_pattern","BUDGET_PRICE_PATTERN","5.0","price cost","scalper","someone who buys something and resells it at a price far above the initial cost; ""he got theater tickets through a scalper""  ","market-validation-api/src/domain/market-research/scoring.ts"
"scan","no","wordnet-gloss-synonym-candidate","setup-classifier","Software Development","5.0","digital search","scan cat read skim rake glance run down","the act of scanning; systematic examination of a prescribed region; ""he made a thorough scan of the beach with his binoculars""   / an image produced by scanning; ""he analyzed the brain scan""; ""you could see the tumor in the CAT scan""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"scandal","no","wordnet-gloss-synonym-candidate","setup-classifier","Catering Service","5.0","event private","scandal dirt malicious gossip outrage","disgraceful gossip about the private lives of other people   / a disgraceful event  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"scanning","no","wordnet-gloss-synonym-candidate","setup-classifier","Consulting / Professional Services","5.0","process digital","scanning","the act of systematically moving a finely focused beam of light or electrons over a surface in order to produce an image of it for analysis or transmission   / the process of translating photographs into a digital form that can be recognized by a computer  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"scanty","no","wordnet-gloss-synonym-candidate","setup-classifier","Secondhand / Consignment Store","5.0","used clothing","pantie panty scanty step bare spare skimpy","short underpants for women or children (usually used in the plural)   / lacking in magnitude or quantity; ""a bare livelihood""; ""a scanty harvest""; ""a spare diet""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"scarred","no","wordnet-gloss-synonym-candidate","setup-classifier","Mental Health Practice","5.0","mental anxiety","marred scarred","blemished by injury or rough wear; ""the scarred piano bench""; ""walls marred by graffiti""   / deeply affected or marked by mental or physical pain or injury; ""Could her scarred mind ever be free of fear?""; ""a face scarred by anxiety""; ""the fire left her arm badly scarred""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"scarred","no","wordnet-gloss-synonym-candidate","setup-classifier","Physical Therapy Clinic","5.0","physical injury","marred scarred","blemished by injury or rough wear; ""the scarred piano bench""; ""walls marred by graffiti""   / deeply affected or marked by mental or physical pain or injury; ""Could her scarred mind ever be free of fear?""; ""a face scarred by anxiety""; ""the fire left her arm badly scarred""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"scattering","no","wordnet-gloss-synonym-candidate","setup-classifier","Light Manufacturing","5.0","light small","scatter scattering strewing dispersion sprinkle sprinkling","the act of scattering   / spreading widely or driving off  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"scavenge","no","wordnet-gloss-synonym-candidate","setup-classifier","Food Truck","3.5","food street","scavenge clean salvage","remove unwanted substances from   / feed on carrion or refuse; ""hyenas scavenge""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"scene","no","wordnet-gloss-synonym-candidate","setup-classifier","Graphic Design","5.0","graphic visual","scene view scenery aspect prospect vista panorama shot setting picture fit tantrum conniption","graphic art consisting of the graphic or photographic representation of a visual percept; ""he painted scenes from everyday life""; ""figure 2 shows photographic and schematic views of the equipment""   / the painted structures of a stage set that are intended to suggest a particular locale; ""they worked all night painting the scenery""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"scene","no","wordnet-gloss-synonym-candidate","market-regex-housing_construction_relevant_pattern","HOUSING_CONSTRUCTION_RELEVANT_PATTERN","3.5","real painting","scene view scenery aspect prospect vista panorama shot setting picture fit tantrum conniption","graphic art consisting of the graphic or photographic representation of a visual percept; ""he painted scenes from everyday life""; ""figure 2 shows photographic and schematic views of the equipment""   / the painted structures of a stage set that are intended to suggest a particular locale; ""they worked all night painting the scenery""  ","market-validation-api/src/domain/market-research/fetchers/expansionSignals.ts"
"scene","no","wordnet-gloss-synonym-candidate","setup-classifier","Real Estate Developer","3.5","real subdivision","scene view scenery aspect prospect vista panorama shot setting picture fit tantrum conniption","graphic art consisting of the graphic or photographic representation of a visual percept; ""he painted scenes from everyday life""; ""figure 2 shows photographic and schematic views of the equipment""   / the painted structures of a stage set that are intended to suggest a particular locale; ""they worked all night painting the scenery""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
